32.4049975;34.1199825;36;36.1674625;36.2380275;36.202745;0;1.023
32.3600025;34.0699925;36;36.140225;36.2380275;36.189125;0;1.023
32.36499;34.0199975;36;36.1674625;36.2107;36.18908;0;1.023
32.304995;33.949995;36;36.140225;36.2107;36.17546;0;1.023
32.3199925;33.8999925;36;36.1129875;36.265355;36.18917;0;1.023
32.3149875;33.855;36;36.1129875;36.21079;36.1618875;0;1.023
32.259995;33.8099925;36;36.140225;36.1834625;36.16184;0;1.023
32.2349925;33.7549975;36;36.167555;36.21079;36.18917;0;1.023
32.2499925;33.70001;36;36.05879;36.2381175;36.1484525;0;1.023
32.2499925;33.645;36;36.0044075;36.1289875;36.066695;0.02215;1.023
32.2349925;33.5999975;36;36.11308;36.1289875;36.1210325;0;1.023
32.1850025;33.5250025;36;36.0858425;36.1834625;36.13465;0;1.023
32.145;33.479995;36;36.1131725;36.2383825;36.1757775;0;1.023
32.114995;33.4350025;36;36.0586975;36.2382025;36.14845;0;1.023
32.079995;33.3750025;36;36.1129875;36.1834625;36.1482225;0;1.023
32.0849975;33.33501;36;36.058605;36.1292625;36.09393;0;1.023
32.099995;33.265;36;36.0044075;36.102025;36.0532125;0.02215;1.023
32.09999;33.2099975;36;36.0586975;36.1289875;36.09384;0;1.023
32.0549925;33.1550025;36;36.004315;36.1289875;36.06665;0;1.023
31.994995;33.095;36;36.0858425;36.10184;36.0938425;0;1.023
31.994995;33.03;36;36.0586975;36.156225;36.10746;0;1.023
31.920005;32.979995;36;36.03146;36.10184;36.06665;0;1.023
31.8900075;32.925;36;36.058605;35.99344;36.026025;0.127025;1.023
31.9150075;32.8799975;36;36.058605;36.10175;36.0801775;0.0233;1.023
31.8899975;32.81;36;36.03146;36.10175;36.066605;0;1.023
31.825;32.755005;36;36.004315;36.047455;36.0258875;0.022425;1.023
31.8149975;32.7249975;36;35.97717;36.0746925;36.0259325;0.04505;1.023
31.8249925;32.639995;36;36.004315;36.0203075;36.012315;0.04505;1.023
31.8149975;32.585;36;35.9772625;36.0203075;35.9987875;0.126875;1.023
31.7699975;32.5499975;36;36.0315525;36.0203075;36.0259325;0.04485;1.023
31.7699975;32.505005;36;36.11308;36.0203075;36.066695;0.022425;1.023
31.7999975;32.4599975;36;35.923065;36.0203075;35.9716875;0.067575;1.023
31.7549975;32.4249925;36;35.923065;36.047455;35.98526;0.150425;1.023
31.774995;32.3799975;36;35.97717;35.9661075;35.9716425;0.1761;1.023
31.7849975;32.3449975;36;35.86905;35.9661075;35.91758;0.42655;1.023
31.759995;32.319995;36;35.8960125;35.993255;35.9446325;0.520075;1.023
31.6900075;32.274995;36;35.9501175;36.047455;35.9987875;0.201;1.023
